球隊,比賽,投籃%,投籃命中,投籃出手,三分球%,三分球命中數,三分球出手數,罰球%,罰球命中,罰球次數,進攻籃板,防守籃板,平均得分,平均籃板,平均助攻,失誤,抄截/場,阻攻/場,犯規,賽季,賽制,城市,州
ORL,82,45.4,40.439,89.11,35.6,11.427,32.11,78.2,15.012,19.207,10.0,35.4,107.3,45.4,25.5,13.2,6.62,5.43,18.61,2018-2019,RegularSeason,Orlando,Florida
DET,82,44.0,38.841,88.268,34.8,12.11,34.805,74.7,17.256,23.085,11.4,33.6,107.0,45.0,22.5,13.84,6.94,4.04,22.09,2018-2019,RegularSeason,Detroit,Michigan
MIA,82,45.0,39.646,88.024,34.9,11.317,32.415,69.5,15.098,21.732,11.2,35.1,105.7,46.3,24.3,14.73,7.65,5.46,20.88,2018-2019,RegularSeason,Miami,Florida
CHI,82,45.3,39.829,87.866,35.1,9.085,25.89,78.3,16.195,20.671,8.8,34.1,104.9,42.9,21.9,14.13,7.35,4.28,20.28,2018-2019,RegularSeason,Chicago,Illinois
NYK,82,43.3,38.22,88.305,34.0,10.037,29.524,75.9,18.098,23.854,10.5,34.3,104.6,44.7,20.1,14.04,6.79,5.15,20.89,2018-2019,RegularSeason,New York,New York
CLE,82,44.4,38.89,87.61,35.5,10.329,29.122,79.2,16.366,20.659,10.7,31.9,104.5,42.7,20.7,13.49,6.51,2.38,20.02,2018-2019,RegularSeason,Cleveland,Ohio
MEM,82,45.0,37.963,84.439,34.2,9.89,28.878,77.2,17.72,22.951,8.8,33.0,103.5,41.8,23.9,13.99,8.34,5.46,21.96,2018-2019,RegularSeason,Memphis,Tennessee
MIL,73,47.6,43.288,90.932,35.5,13.795,38.904,74.2,18.301,24.658,9.5,42.2,118.7,51.7,25.9,15.1,7.2,5.9,19.6,2019-2020,RegularSeason,Milwaukee,Wisconsin
HOU,72,45.1,40.778,90.444,34.5,15.639,45.292,79.1,20.611,26.056,9.8,34.5,117.8,44.3,21.6,14.7,8.7,5.2,21.8,2019-2020,RegularSeason,Houston,Texas
DAL,75,46.1,41.653,90.293,36.7,15.147,41.267,77.9,18.56,23.827,10.5,36.4,117.0,46.9,24.7,12.7,6.1,4.8,19.5,2019-2020,RegularSeason,Dallas,Texas
LAC,72,46.6,41.556,89.236,37.1,12.431,33.472,79.1,20.806,26.306,10.7,37.0,116.3,47.7,23.7,14.6,7.1,4.7,22.1,2019-2020,RegularSeason,LA,California
NOP,72,46.5,42.569,91.639,37.0,13.639,36.889,72.9,17.069,23.431,11.1,35.4,115.8,46.5,26.8,16.4,7.5,5.0,21.2,2019-2020,RegularSeason,New Orleans,Louisiana
POR,74,46.3,42.189,91.203,37.7,12.865,34.122,80.4,17.73,22.054,10.2,35.1,115.0,45.3,20.6,12.8,6.3,6.1,21.7,2019-2020,RegularSeason,Portland,Oregon
WAS,72,45.7,41.528,90.889,36.8,12.0,32.569,78.8,19.361,24.583,10.2,31.9,114.4,42.0,25.0,14.2,8.0,4.3,22.7,2019-2020,RegularSeason,Washington,D.C.
SAS,71,47.2,42.183,89.437,37.6,10.704,28.465,81.0,18.986,23.437,9.0,35.6,114.1,44.6,24.7,12.6,7.3,5.5,19.4,2019-2020,RegularSeason,San Antonio,Texas
BOS,72,46.1,41.264,89.556,36.4,12.569,34.542,80.1,18.556,23.167,10.7,35.4,113.7,46.1,23.0,13.8,8.3,5.6,21.6,2019-2020,RegularSeason,Boston,Massachusetts
PHX,73,46.8,41.178,88.068,35.8,11.384,31.781,83.4,19.877,23.836,9.8,33.8,113.6,43.5,27.2,14.8,7.7,4.0,22.0,2019-2020,RegularSeason,Phoenix,Arizona
LAL,71,48.0,42.338,88.296,34.9,11.014,31.577,72.9,17.746,24.338,10.7,35.1,113.4,45.7,25.4,15.2,8.6,6.6,20.7,2019-2020,RegularSeason,Los Angeles,California
MIN,64,44.1,40.406,91.641,33.6,13.328,39.688,75.3,19.109,25.375,10.5,34.3,113.3,44.8,23.8,15.3,8.7,5.7,21.4,2019-2020,RegularSeason,Minnesota,Minnesota
TOR,72,45.8,40.236,87.931,37.4,13.819,36.986,79.6,18.458,23.194,9.5,35.9,112.8,45.4,25.2,14.8,8.8,5.0,21.7,2019-2020,RegularSeason,Toronto,Ontario
MEM,73,46.8,42.548,90.877,34.7,10.932,31.466,76.3,16.603,21.767,10.3,36.2,112.6,46.5,26.9,15.2,7.9,5.5,21.2,2019-2020,RegularSeason,Memphis,Tennessee
MIA,73,46.8,39.452,84.384,37.9,13.411,35.397,78.3,19.726,25.205,8.5,35.9,112.0,44.4,25.9,14.9,7.5,4.5,20.6,2019-2020,RegularSeason,Miami,Florida
ATL,67,44.9,40.642,90.552,33.3,12.015,36.06,79.0,18.463,23.373,9.9,33.4,111.8,43.3,24.0,16.2,7.8,5.1,23.1,2019-2020,RegularSeason,Atlanta,Georgia
BKN,72,44.8,40.389,90.25,34.3,13.069,38.139,74.5,17.931,24.056,10.6,37.3,111.8,47.9,24.5,15.3,6.4,4.5,21.0,2019-2020,RegularSeason,Brooklyn,New York
UTA,72,47.1,40.083,85.139,38.0,13.375,35.236,77.9,17.75,22.792,9.1,35.8,111.3,44.9,22.4,15.1,6.1,4.1,20.4,2019-2020,RegularSeason,Utah,Utah
DEN,73,47.3,42.041,88.877,35.9,10.973,30.603,77.7,16.233,20.904,10.8,33.4,111.3,44.1,26.7,13.8,8.0,4.6,20.3,2019-2020,RegularSeason,Denver,Colorado
PHI,73,46.8,41.096,87.904,36.8,11.616,31.603,75.5,16.932,22.438,10.5,35.0,110.7,45.4,25.8,14.2,8.0,5.3,20.9,2019-2020,RegularSeason,Philadelphia,Pennsylvania
OKC,72,46.8,39.986,85.5,35.5,10.694,30.153,79.6,19.75,24.819,8.2,34.7,110.4,42.9,21.7,13.7,7.6,4.9,19.3,2019-2020,RegularSeason,Oklahoma City,Oklahoma
SAC,72,46.2,40.875,88.389,36.4,12.694,34.875,77.0,15.653,20.333,9.7,32.9,110.1,42.6,23.8,14.5,7.7,4.1,22.2,2019-2020,RegularSeason,Sacramento,California
IND,73,47.6,42.123,88.452,36.3,10.178,28.027,78.7,15.014,19.082,8.7,34.1,109.4,42.8,25.9,13.2,7.4,5.2,19.8,2019-2020,RegularSeason,Indiana,Indiana
ORL,73,44.4,39.329,88.603,34.3,11.055,32.247,77.4,17.562,22.685,10.3,34.2,107.3,44.5,23.9,12.8,8.2,5.4,18.3,2019-2020,RegularSeason,Orlando,Florida
DET,66,45.9,39.318,85.727,36.7,11.985,32.682,74.3,16.621,22.364,9.8,32.0,107.2,41.7,24.1,15.3,7.4,4.5,19.7,2019-2020,RegularSeason,Detroit,Michigan
CLE,65,45.8,40.292,87.923,35.1,11.185,31.846,75.8,15.123,19.938,10.8,33.4,106.9,44.2,23.1,16.5,6.9,3.2,18.3,2019-2020,RegularSeason,Cleveland,Ohio
CHI,65,44.7,39.585,88.646,34.8,12.2,35.108,75.5,15.477,20.492,10.5,31.4,106.8,41.9,23.2,15.5,10.0,4.1,21.8,2019-2020,RegularSeason,Chicago,Illinois
GSW,65,43.8,38.615,88.154,33.4,10.431,31.262,80.3,18.677,23.246,10.0,32.9,106.3,42.8,25.6,14.9,8.2,4.6,20.1,2019-2020,RegularSeason,Golden State,California
NYK,66,44.7,39.97,89.333,33.7,9.561,28.364,69.4,16.303,23.485,12.0,34.5,105.8,46.5,22.1,14.3,7.6,4.7,22.2,2019-2020,RegularSeason,New York,New York
CHA,65,43.4,37.308,85.938,35.2,12.077,34.323,74.8,16.185,21.631,11.0,31.8,102.9,42.8,23.8,14.6,6.6,4.1,18.8,2019-2020,RegularSeason,Charlotte,North Carolina
MIL,72,48.7,44.736,91.806,38.9,14.417,37.069,76.0,16.236,21.375,10.3,37.8,120.1,48.1,25.5,13.82,8.13,4.64,17.28,2020-2021,RegularSeason,Milwaukee,Wisconsin
BKN,72,49.4,43.139,87.347,39.2,14.167,36.111,80.4,18.125,22.542,8.9,35.5,118.6,44.4,26.8,13.54,6.72,5.26,19.04,2020-2021,RegularSeason,Brooklyn,New York
WAS,72,47.5,43.167,90.931,35.1,10.181,29.0,76.9,20.125,26.167,9.7,35.5,116.6,45.2,25.5,14.39,7.33,4.13,21.6,2020-2021,RegularSeason,Washington,D.C.
UTA,72,46.8,41.264,88.111,38.9,16.736,43.028,79.9,17.153,21.472,10.6,37.6,116.4,48.3,23.7,14.21,6.58,5.15,18.54,2020-2021,RegularSeason,Utah,Utah
POR,72,45.3,41.292,91.083,38.5,15.722,40.819,82.3,17.806,21.639,10.6,33.9,116.1,44.5,21.3,11.1,6.89,5.04,18.92,2020-2021,RegularSeason,Portland,Oregon
PHX,72,49.0,43.306,88.292,37.8,13.056,34.583,83.4,15.611,18.708,8.8,34.2,115.3,42.9,26.9,12.53,7.18,4.33,19.08,2020-2021,RegularSeason,Phoenix,Arizona
IND,72,47.4,43.264,91.208,36.4,12.347,33.958,79.2,16.431,20.736,9.0,33.7,115.3,42.7,27.4,13.54,8.49,6.39,20.18,2020-2021,RegularSeason,Indiana,Indiana
DEN,72,48.5,43.25,89.194,37.7,12.875,34.194,80.3,15.681,19.528,10.5,33.9,115.1,44.4,26.8,13.5,8.08,4.49,19.08,2020-2021,RegularSeason,Denver,Colorado
NOP,72,47.7,42.5,89.056,34.8,10.583,30.417,72.9,19.014,26.083,11.7,35.7,114.6,47.4,26.0,14.61,7.57,4.38,17.99,2020-2021,RegularSeason,New Orleans,Louisiana
LAC,72,48.2,41.792,86.694,41.1,14.264,34.694,83.9,16.167,19.264,9.4,34.7,114.0,44.2,24.4,13.18,7.07,4.1,19.21,2020-2021,RegularSeason,LA,California
ATL,72,46.8,40.792,87.236,37.3,12.431,33.361,81.2,19.681,24.236,10.6,35.1,113.7,45.6,24.1,13.24,6.99,4.75,19.33,2020-2021,RegularSeason,Atlanta,Georgia
GSW,72,46.8,41.292,88.153,37.6,14.556,38.736,78.5,16.569,21.111,8.0,35.1,113.7,43.0,27.7,15.0,8.15,4.75,21.19,2020-2021,RegularSeason,Golden State,California
SAC,72,48.1,42.597,88.639,36.4,12.139,33.333,74.5,16.403,22.014,9.4,32.0,113.7,41.4,25.5,13.38,7.54,4.97,19.44,2020-2021,RegularSeason,Sacramento,California
PHI,72,47.6,41.403,86.903,37.4,11.264,30.125,76.7,19.569,25.5,10.0,35.0,113.6,45.1,23.7,14.44,9.1,6.21,20.22,2020-2021,RegularSeason,Philadelphia,Pennsylvania
MEM,72,46.7,42.847,91.778,35.6,11.153,31.361,77.1,16.444,21.333,11.2,35.3,113.3,46.5,26.9,13.29,9.1,5.06,18.74,2020-2021,RegularSeason,Memphis,Tennessee
BOS,72,46.6,41.458,88.903,37.4,13.597,36.361,77.5,16.111,20.778,10.6,33.6,112.6,44.3,23.5,14.06,7.72,5.32,20.43,2020-2021,RegularSeason,Boston,Massachusetts
DAL,72,47.0,41.083,87.319,36.2,13.806,38.111,77.8,16.472,21.167,9.1,34.2,112.4,43.3,22.9,12.07,6.25,4.32,19.39,2020-2021,RegularSeason,Dallas,Texas
MIN,72,44.8,40.722,90.917,34.9,13.111,37.583,76.1,17.569,23.083,10.5,33.0,112.1,43.5,25.6,14.26,8.78,5.53,20.93,2020-2021,RegularSeason,Minnesota,Minnesota
TOR,72,44.8,39.708,88.653,36.8,14.458,39.319,81.5,17.389,21.333,9.4,32.1,111.3,41.6,24.1,13.22,8.58,5.39,21.19,2020-2021,RegularSeason,Toronto,Ontario
SAS,72,46.2,41.861,90.528,35.0,9.944,28.417,79.2,17.417,22.0,9.3,34.6,111.1,43.9,24.4,11.4,7.01,5.08,17.96,2020-2021,RegularSeason,San Antonio,Texas
CHI,72,47.6,42.153,88.611,37.0,12.556,33.972,79.1,13.819,17.472,9.6,35.3,110.7,45.0,26.8,15.13,6.69,4.22,18.92,2020-2021,RegularSeason,Chicago,Illinois
CHA,72,45.5,39.931,87.833,36.9,13.681,37.028,76.1,15.917,20.903,10.6,33.2,109.5,43.8,26.8,14.85,7.85,4.78,18.03,2020-2021,RegularSeason,Charlotte,North Carolina
LAL,72,47.2,40.625,86.069,35.4,11.056,31.222,73.9,17.236,23.319,9.7,34.6,109.5,44.2,24.7,15.21,7.81,5.36,19.13,2020-2021,RegularSeason,Los Angeles,California
HOU,72,44.4,39.25,88.5,33.9,13.778,40.597,74.0,16.514,22.306,9.3,33.3,108.8,42.6,23.6,14.72,7.58,5.01,19.54,2020-2021,RegularSeason,Houston,Texas
MIA,72,46.8,39.222,83.736,35.8,12.944,36.194,79.0,16.681,21.111,8.0,33.5,108.1,41.5,26.3,14.07,7.9,3.97,18.93,2020-2021,RegularSeason,Miami,Florida
NYK,72,45.6,39.431,86.458,39.2,11.764,30.042,78.4,16.403,20.917,9.7,35.5,107.0,45.1,21.4,12.94,7.04,5.07,20.46,2020-2021,RegularSeason,New York,New York
DET,72,45.2,38.653,85.583,35.1,11.556,32.917,75.9,17.75,23.375,9.6,33.1,106.6,42.7,24.2,14.93,7.38,5.15,20.51,2020-2021,RegularSeason,Detroit,Michigan
OKC,72,44.1,38.819,88.028,33.9,11.903,35.125,72.5,15.458,21.333,9.9,35.7,105.0,45.6,22.1,16.14,7.0,4.39,18.13,2020-2021,RegularSeason,Oklahoma City,Oklahoma
ORL,72,42.9,38.25,89.208,34.3,10.889,31.778,77.5,16.611,21.431,10.4,35.1,104.0,45.4,21.8,12.83,6.89,4.42,17.18,2020-2021,RegularSeason,Orlando,Florida
CLE,72,45.0,38.583,85.764,33.6,10.0,29.736,74.3,16.667,22.417,10.4,32.3,103.8,42.8,23.8,15.47,7.76,4.51,18.17,2020-2021,RegularSeason,Cleveland,Ohio
MIN,82,45.7,41.598,90.951,35.8,14.768,41.293,77.8,17.976,23.098,11.2,32.9,115.9,44.2,25.7,14.33,8.79,5.61,21.78,2021-2022,RegularSeason,Minnesota,Minnesota
MEM,82,46.1,43.549,94.378,35.3,11.524,32.671,73.4,16.988,23.146,14.1,35.0,115.6,49.2,26.0,13.2,9.76,6.5,19.76,2021-2022,RegularSeason,Memphis,Tennessee
MIL,82,46.8,41.817,89.402,36.6,14.061,38.427,77.6,17.793,22.939,10.2,36.5,115.5,46.7,23.9,13.42,7.6,3.98,18.22,2021-2022,RegularSeason,Milwaukee,Wisconsin
CHA,82,46.8,42.78,91.427,36.5,13.939,38.171,74.0,15.829,21.378,10.8,33.7,115.3,44.6,28.1,13.26,8.62,4.9,19.87,2021-2022,RegularSeason,Charlotte,North Carolina
PHX,82,48.5,43.671,90.11,36.4,11.598,31.902,79.7,15.89,19.939,9.8,35.5,114.8,45.3,27.4,12.93,8.56,4.38,19.92,2021-2022,RegularSeason,Phoenix,Arizona
ATL,82,47.0,41.476,88.305,37.4,12.878,34.402,81.2,18.11,22.305,10.0,33.9,113.9,44.0,24.6,11.85,7.16,4.24,18.71,2021-2022,RegularSeason,Atlanta,Georgia
UTA,82,47.1,40.573,86.183,36.0,14.537,40.341,76.7,17.927,23.366,10.8,35.6,113.6,46.3,22.4,14.0,7.17,4.9,18.87,2021-2022,RegularSeason,Utah,Utah
SAS,82,46.7,43.244,92.695,35.2,11.28,32.024,75.4,15.39,20.402,11.0,34.3,113.2,45.3,27.9,12.72,7.63,4.92,18.09,2021-2022,RegularSeason,San Antonio,Texas
BKN,82,47.5,41.976,88.427,36.1,11.463,31.732,80.5,17.488,21.72,10.3,34.1,112.9,44.4,25.3,14.06,7.1,5.46,20.37,2021-2022,RegularSeason,Brooklyn,New York
DEN,82,48.3,41.659,86.329,35.3,12.671,35.902,79.5,16.732,21.037,9.2,34.9,112.7,44.1,27.8,14.5,7.22,3.72,19.99,2021-2022,RegularSeason,Denver,Colorado
LAL,82,46.9,41.646,88.768,34.7,11.976,34.463,73.2,16.829,22.976,9.5,34.5,112.1,44.0,24.0,14.52,7.63,5.18,20.17,2021-2022,RegularSeason,Los Angeles,California
BOS,82,46.6,40.744,87.402,35.6,13.232,37.122,81.6,17.037,20.89,10.5,35.5,111.8,46.1,24.8,13.63,7.21,5.83,18.55,2021-2022,RegularSeason,Boston,Massachusetts
CHI,82,48.0,41.732,86.915,36.9,10.634,28.829,81.3,17.512,21.537,8.7,33.7,111.6,42.3,23.9,12.84,7.13,4.1,18.78,2021-2022,RegularSeason,Chicago,Illinois
IND,82,46.3,41.439,89.488,34.4,12.159,35.354,76.8,16.427,21.39,11.3,32.6,111.5,43.9,25.4,14.43,7.1,5.57,20.43,2021-2022,RegularSeason,Indiana,Indiana
GSW,82,46.9,40.524,86.427,36.4,14.341,39.402,76.9,15.61,20.305,9.8,35.7,111.0,45.5,27.1,14.89,8.77,4.54,21.01,2021-2022,RegularSeason,Golden State,California
SAC,82,46.0,40.5,88.085,34.4,11.427,33.195,76.8,17.878,23.268,9.6,33.4,110.3,42.9,23.7,14.1,7.17,4.5,18.93,2021-2022,RegularSeason,Sacramento,California
